ds,y,is_holiday,is_campaign,is_promo
2023-01-02 22:00:00,5765.9555083432315,1,0,0
2023-01-02 23:00:00,5653.358505726898,1,0,0
2023-01-03 00:00:00,5726.297579852435,1,0,0
2023-01-03 01:00:00,5271.305698317102,1,0,0
2023-01-03 02:00:00,6249.98670389436,1,0,0
2023-01-03 03:00:00,6562.791035025782,1,0,0
2023-01-03 04:00:00,6076.102933106039,1,0,0
2023-01-03 05:00:00,5905.237627562321,1,0,0
2023-01-03 06:00:00,6949.731627941279,1,0,0
2023-01-03 07:00:00,5507.474009023052,1,0,0
2023-01-03 08:00:00,6723.128460103671,1,0,0
2023-01-03 09:00:00,4989.531130836092,1,0,0
2023-01-03 10:00:00,6495.607853525061,1,0,0
2023-01-03 11:00:00,5218.194399534045,1,0,0
2023-01-03 12:00:00,5939.759766590046,1,0,0
2023-01-03 13:00:00,6415.233253584785,1,0,0
2023-01-03 14:00:00,6331.0242875367,1,0,0
2023-01-03 15:00:00,5740.893282742909,1,0,0
2023-01-03 16:00:00,10270.772774055007,1,0,0
2023-01-03 17:00:00,6405.718641662024,1,0,0
2023-01-03 18:00:00,6131.449797126181,1,0,0
2023-01-03 19:00:00,5415.929702523081,1,0,0
2023-01-03 20:00:00,5483.922904918717,1,0,0
2023-01-03 21:00:00,5912.702482394573,1,0,0
2023-01-03 22:00:00,6201.327572107253,1,0,0
2023-01-03 23:00:00,5996.042212425812,1,0,0
2023-01-04 00:00:00,6403.79655101684,1,0,0
2023-01-04 01:00:00,5651.868860534589,1,0,0
2023-01-04 02:00:00,6395.510128154991,1,0,0
2023-01-04 03:00:00,6405.206572268061,1,0,0
2023-01-04 04:00:00,6184.749623990111,1,0,0
2023-01-04 05:00:00,6147.4731033701255,1,0,0
2023-01-04 06:00:00,5506.7522967631185,1,0,0
2023-01-04 07:00:00,5604.476649115459,1,0,0
2023-01-04 08:00:00,5554.317651324795,1,0,0
2023-01-04 09:00:00,5130.91987229223,1,0,0
2023-01-04 10:00:00,5117.198190930536,1,0,0
2023-01-04 11:00:00,5924.009329743401,1,0,0
2023-01-04 12:00:00,5883.816283785385,1,0,0
2023-01-04 13:00:00,6164.890641950424,1,0,0
2023-01-04 14:00:00,6206.9627043537375,1,0,0
2023-01-04 15:00:00,7111.460920646572,1,0,0
2023-01-04 16:00:00,5849.0700765205165,1,0,0
2023-01-04 17:00:00,5762.483882614029,1,0,0
2023-01-04 18:00:00,6313.981524446061,1,0,0
2023-01-04 19:00:00,4094.9763920025175,1,0,0
2023-01-04 20:00:00,4738.578558258178,1,0,0
2023-01-04 21:00:00,4296.514786963517,1,0,0
2023-01-04 22:00:00,5295.961453207719,1,0,0
2023-01-04 23:00:00,5644.950246175349,1,0,0
2023-01-05 00:00:00,5249.754629487841,1,0,0
2023-01-05 01:00:00,6379.4170302430875,1,0,0
2023-01-05 02:00:00,6685.729246422588,1,0,0
2023-01-05 03:00:00,6096.321931465863,1,0,0
2023-01-05 04:00:00,6414.930613675054,1,0,0
2023-01-05 05:00:00,5735.686462390574,1,0,0
2023-01-05 06:00:00,5945.615884429599,1,0,0
2023-01-05 07:00:00,5164.674508923345,1,0,0
2023-01-05 08:00:00,6032.855457315709,1,0,0
2023-01-05 09:00:00,7177.07272828103,1,0,0
2023-01-05 10:00:00,4694.324068508348,1,0,0
2023-01-05 11:00:00,6966.942450579943,1,0,0
2023-01-05 12:00:00,6663.97404972584,1,0,0
2023-01-05 13:00:00,6171.2861828972145,1,0,0
2023-01-05 14:00:00,5363.247308886915,1,0,0
2023-01-05 15:00:00,6677.276358522889,1,0,0
2023-01-05 16:00:00,5483.1162392348915,1,0,0
2023-01-05 17:00:00,5709.14207973649,1,0,0
2023-01-05 18:00:00,5812.467487712025,1,0,0
2023-01-05 19:00:00,6672.01504834951,1,0,0
2023-01-05 20:00:00,5660.816036287045,1,0,0
2023-01-05 21:00:00,5465.744198839349,1,0,0
2023-01-05 22:00:00,5850.967095662247,1,0,0
2023-01-05 23:00:00,7325.193312201199,1,0,0
2023-01-06 00:00:00,6994.2993686866985,1,0,0
2023-01-06 01:00:00,6524.094313861356,1,0,0
2023-01-06 02:00:00,6382.02627321886,1,0,0
2023-01-06 03:00:00,7051.08322036202,1,0,0
2023-01-06 04:00:00,5225.5530430365725,1,0,0
2023-01-06 05:00:00,5830.847533356897,1,0,0
2023-01-06 06:00:00,5686.109175215784,1,0,0
2023-01-06 07:00:00,5848.740694832239,1,0,0
2023-01-06 08:00:00,5311.463302116601,1,0,0
2023-01-06 09:00:00,6679.199289046192,1,0,0
2023-01-06 10:00:00,5872.672955097117,1,0,0
2023-01-06 11:00:00,5216.728087120833,1,0,0
2023-01-06 12:00:00,5665.114552577976,1,0,0
2023-01-06 13:00:00,6448.863821481458,1,0,0
2023-01-06 14:00:00,6858.711858892626,1,0,0
2023-01-06 15:00:00,7830.713243860446,1,0,0
2023-01-06 16:00:00,7892.109893054055,1,0,0
2023-01-06 17:00:00,6330.024354552689,1,0,0
2023-01-06 18:00:00,5367.439317500104,1,0,0
2023-01-06 19:00:00,4152.520029383615,1,0,0
2023-01-06 20:00:00,5410.800795127687,1,0,0
2023-01-06 21:00:00,5406.094172929143,1,0,0
2023-01-06 22:00:00,5730.503173169411,1,0,0
2023-01-06 23:00:00,5608.346699459541,1,0,0
2023-01-07 00:00:00,4811.9564255154155,1,0,0
2023-01-07 01:00:00,5124.550225612766,1,0,0
2023-01-07 02:00:00,4801.134248520093,1,0,0
2023-01-07 03:00:00,4606.427097910384,1,0,0
2023-01-07 04:00:00,4245.2533753729285,1,0,0
2023-01-07 05:00:00,3076.570315809081,1,0,0
2023-01-07 06:00:00,4073.90066442972,1,0,0
2023-01-07 07:00:00,4254.144465296878,1,0,0
2023-01-07 08:00:00,4827.57501048643,1,0,0
2023-01-07 09:00:00,4327.903894157256,1,0,0
2023-01-07 10:00:00,4891.511322025925,1,0,0
2023-01-07 11:00:00,3543.8656377946904,1,0,0
2023-01-07 12:00:00,3801.026869520136,1,0,0
2023-01-07 13:00:00,4012.826368535325,1,0,0
2023-01-07 14:00:00,3985.223679440248,1,0,0
2023-01-07 15:00:00,4510.803431806244,1,0,0
2023-01-07 16:00:00,3815.260932643539,1,0,0
2023-01-07 17:00:00,4481.876189051105,1,0,0
2023-01-07 18:00:00,3470.2899913175997,1,0,0
2023-01-07 19:00:00,4361.661404929763,1,0,0
2023-01-07 20:00:00,4008.3781645497534,1,0,0
2023-01-07 21:00:00,4066.430348740427,1,0,0
2023-01-07 22:00:00,4183.859400787492,1,0,0
2023-01-07 23:00:00,4063.1224584445004,1,0,0
2023-01-08 00:00:00,4462.745651824721,1,0,0
2023-01-08 01:00:00,3993.45132050057,1,0,0
2023-01-08 02:00:00,3792.241089507097,1,0,0
2023-01-08 03:00:00,3841.078609209345,1,0,0
2023-01-08 04:00:00,4515.001227200042,1,0,0
2023-01-08 05:00:00,5248.417537223632,1,0,0
2023-01-08 06:00:00,5419.538334304731,1,0,0
2023-01-08 07:00:00,5188.768436618726,1,0,0
2023-01-08 08:00:00,4945.656242168984,1,0,0
2023-01-08 09:00:00,5890.020101397647,1,0,0
2023-01-08 10:00:00,5407.877391024987,1,0,0
2023-01-08 11:00:00,4533.950411876195,1,0,0
2023-01-08 12:00:00,4592.437895370883,1,0,0
2023-01-08 13:00:00,4519.226681975482,1,0,0
2023-01-08 14:00:00,4972.09778818628,1,0,0
2023-01-08 15:00:00,4603.204884473084,1,0,0
2023-01-08 16:00:00,3884.2441303585433,1,0,0
2023-01-08 17:00:00,4233.587054703451,1,0,0
2023-01-08 18:00:00,5846.48570459143,1,0,0
2023-01-08 19:00:00,4774.700469911701,1,0,0
2023-01-08 20:00:00,4776.618252209869,1,0,0
2023-01-08 21:00:00,5056.064486708991,1,0,0
2023-01-08 22:00:00,5541.665637826564,1,0,0
2023-01-08 23:00:00,4152.994332297793,1,0,0
2023-01-09 00:00:00,3336.1014254552206,0,0,0
2023-01-09 01:00:00,3479.9724951311364,0,0,0
2023-01-09 02:00:00,3287.7509843692537,0,0,0
2023-01-09 03:00:00,3355.9731787668493,0,0,0
2023-01-09 04:00:00,3303.782032151773,0,0,0
2023-01-09 05:00:00,3716.685237969503,0,0,0
2023-01-09 06:00:00,4570.860107294642,0,0,0
2023-01-09 07:00:00,3849.663643740139,0,0,0
2023-01-09 08:00:00,3452.7662380597626,0,0,0
2023-01-09 09:00:00,2646.1571974750073,0,0,0
2023-01-09 10:00:00,3772.2352538544865,0,0,0
2023-01-09 11:00:00,3153.8649872679707,0,0,0
2023-01-09 12:00:00,2988.11833066781,0,0,0
2023-01-09 13:00:00,2941.8754816211685,0,0,0
2023-01-09 14:00:00,3296.015141763921,0,0,0
2023-01-09 15:00:00,3695.2725839869427,0,0,0
2023-01-09 16:00:00,2764.1984777123766,0,0,0
2023-01-09 17:00:00,3118.690997575861,0,0,0
2023-01-09 18:00:00,3029.495076307622,0,0,0
2023-01-09 19:00:00,3136.732971962565,0,0,0
2023-01-09 20:00:00,3404.4690180266566,0,0,0
2023-01-09 21:00:00,3193.145442991111,0,0,0
2023-01-09 22:00:00,2877.860430088302,0,0,0
2023-01-09 23:00:00,2982.706034675312,0,0,0
2023-01-10 00:00:00,3117.741740500495,0,0,0
2023-01-10 01:00:00,3296.0629794106103,0,0,0
2023-01-10 02:00:00,3448.639756511599,0,0,0
2023-01-10 03:00:00,3256.146880928794,0,0,0
2023-01-10 04:00:00,2826.2116213036506,0,0,0
2023-01-10 05:00:00,3432.1854509183668,0,0,0
2023-01-10 06:00:00,3786.9364413605854,0,0,0
2023-01-10 07:00:00,4729.93948783659,0,0,0
2023-01-10 08:00:00,3817.803866456597,0,0,0
2023-01-10 09:00:00,3079.901927536684,0,0,0
2023-01-10 10:00:00,3355.906706592769,0,0,0
2023-01-10 11:00:00,3292.435036065798,0,0,0
2023-01-10 12:00:00,3018.4974829426915,0,0,0
2023-01-10 13:00:00,3732.6729948786497,0,0,0
2023-01-10 14:00:00,3660.3802537619385,0,0,0
2023-01-10 15:00:00,3100.580695623768,0,0,0
2023-01-10 16:00:00,3074.460648902788,0,0,0
2023-01-10 17:00:00,2507.146799954229,0,0,0
2023-01-10 18:00:00,3516.508196254762,0,0,0
2023-01-10 19:00:00,3431.041423506729,0,0,0
2023-01-10 20:00:00,3516.503568188456,0,0,0
2023-01-10 21:00:00,2980.8523371784618,0,0,0
2023-01-10 22:00:00,3341.771060719826,0,0,0
2023-01-10 23:00:00,2883.4385189897607,0,0,0
2023-01-11 00:00:00,2985.969877802132,0,0,0
2023-01-11 01:00:00,4130.780463487466,0,0,0
2023-01-11 02:00:00,2891.189267044582,0,0,0
2023-01-11 03:00:00,2300.95581450194,0,0,0
2023-01-11 04:00:00,3608.4414555978183,0,0,0
2023-01-11 05:00:00,4070.707105164428,0,0,0
2023-01-11 06:00:00,2406.4067332477994,0,0,0
2023-01-11 07:00:00,3444.6605964516243,0,0,0
2023-01-11 08:00:00,3337.9573456800426,0,0,0
2023-01-11 09:00:00,4043.8391489997316,0,0,0
2023-01-11 10:00:00,3142.9632799099886,0,0,0
2023-01-11 11:00:00,3128.852398397204,0,0,0
2023-01-11 12:00:00,3751.7287582722015,0,0,0
2023-01-11 13:00:00,3827.299160419204,0,0,0
2023-01-11 14:00:00,3670.9633175893523,0,0,0
2023-01-11 15:00:00,3874.6188870136543,0,0,0
2023-01-11 16:00:00,3343.6974721116885,0,0,0
2023-01-11 17:00:00,3151.993974434568,0,0,0
2023-01-11 18:00:00,3159.1513011463685,0,0,0
2023-01-11 19:00:00,3601.05224175036,0,0,0
2023-01-11 20:00:00,3268.125976685247,0,0,0
2023-01-11 21:00:00,4113.558304859221,0,0,0
2023-01-11 22:00:00,3570.7450147215063,0,0,0
2023-01-11 23:00:00,3592.167975904669,0,0,0
2023-01-12 00:00:00,4073.8269275766907,0,0,0
2023-01-12 01:00:00,3400.2526625455953,0,0,0
2023-01-12 02:00:00,3497.9943870640814,0,0,0
2023-01-12 03:00:00,3980.3101373505497,0,0,0
2023-01-12 04:00:00,4054.1530212157145,0,0,0
2023-01-12 05:00:00,3882.878930373366,0,0,0
2023-01-12 06:00:00,4328.568444762895,0,0,0
2023-01-12 07:00:00,3967.0687679262733,0,0,0
2023-01-12 08:00:00,3543.1618016175557,0,0,0
2023-01-12 09:00:00,3259.7954486030235,0,0,0
2023-01-12 10:00:00,3037.6628336844506,0,0,0
2023-01-12 11:00:00,3710.82098119663,0,0,0
2023-01-12 12:00:00,3586.1091454349425,0,0,0
2023-01-12 13:00:00,3629.1168555290665,0,0,0
2023-01-12 14:00:00,2901.677475361727,0,0,0
2023-01-12 15:00:00,3750.633002726197,0,0,0
2023-01-12 16:00:00,3551.503404530639,0,0,0
2023-01-12 17:00:00,3054.7943316737483,0,0,0
2023-01-12 18:00:00,3541.4929836374663,0,0,0
2023-01-12 19:00:00,3903.962864368651,0,0,0
2023-01-12 20:00:00,3856.7433784336,0,0,0
2023-01-12 21:00:00,3568.622358132283,0,0,0
2023-01-12 22:00:00,3510.865790769626,0,0,0
2023-01-12 23:00:00,3377.0014601622115,0,0,0
2023-01-13 00:00:00,3447.3879295697357,0,0,0
2023-01-13 01:00:00,3777.4336054454448,0,0,0
2023-01-13 02:00:00,2710.244657113561,0,0,0
2023-01-13 03:00:00,3316.801104162433,0,0,0
2023-01-13 04:00:00,3441.6838703235703,0,0,0
2023-01-13 05:00:00,3635.9951329199653,0,0,0
2023-01-13 06:00:00,3445.909580836896,0,0,0
2023-01-13 07:00:00,2621.1018800811125,0,0,0
2023-01-13 08:00:00,3329.3011366846736,0,0,0
2023-01-13 09:00:00,7950.267817379161,0,0,0
2023-01-13 10:00:00,2707.5412167338854,0,0,0
2023-01-13 11:00:00,3433.954280663836,0,0,0
2023-01-13 12:00:00,3152.618424581742,0,0,0
2023-01-13 13:00:00,3188.905060074168,0,0,0
2023-01-13 14:00:00,2942.8554982119176,0,0,0
2023-01-13 15:00:00,3190.351890935033,0,0,0
2023-01-13 16:00:00,3837.1168787458814,0,0,0
2023-01-13 17:00:00,3895.501816567467,0,0,0
2023-01-13 18:00:00,4135.683697489881,0,0,0
2023-01-13 19:00:00,6878.059232950066,0,0,0
2023-01-13 20:00:00,3745.434023022936,0,0,0
2023-01-13 21:00:00,3718.797331559232,0,0,0
2023-01-13 22:00:00,3613.547989448122,0,0,0
2023-01-13 23:00:00,4219.086425718181,0,0,0
2023-01-14 00:00:00,2489.454838827021,0,0,0
2023-01-14 01:00:00,2491.6810569607983,0,0,0
2023-01-14 02:00:00,2305.214223102095,0,0,0
2023-01-14 03:00:00,2805.198864640118,0,0,0
2023-01-14 04:00:00,2299.8728278947415,0,0,0
2023-01-14 05:00:00,2802.4579369335675,0,0,0
2023-01-14 06:00:00,2629.9518245107743,0,0,0
2023-01-14 07:00:00,2983.7668491433624,0,0,0
2023-01-14 08:00:00,2927.5612097680632,0,0,0
2023-01-14 09:00:00,3085.1024715332333,0,0,0
2023-01-14 10:00:00,2880.55411439157,0,0,0
2023-01-14 11:00:00,1988.7760423877646,0,0,0
2023-01-14 12:00:00,2585.617449689498,0,0,0
2023-01-14 13:00:00,2391.059586404484,0,0,0
2023-01-14 14:00:00,2792.4274590021355,0,0,0
2023-01-14 15:00:00,2999.7665607317094,0,0,0
2023-01-14 16:00:00,2856.9148578886857,0,0,0
2023-01-14 17:00:00,2735.9991619457737,0,0,0
2023-01-14 18:00:00,2399.3133866127737,0,0,0
2023-01-14 19:00:00,2546.2204903803336,0,0,0
2023-01-14 20:00:00,2317.4986961547575,0,0,0
2023-01-14 21:00:00,2605.351883451007,0,0,0
2023-01-14 22:00:00,2718.370171347544,0,0,0
2023-01-14 23:00:00,2647.6832112214233,0,0,0
2023-01-15 00:00:00,2486.768316146577,0,0,0
2023-01-15 01:00:00,1919.8355450231825,0,0,0
2023-01-15 02:00:00,2565.81490316593,0,0,0
2023-01-15 03:00:00,2481.802157951763,0,0,0
2023-01-15 04:00:00,2607.988059208715,0,0,0
2023-01-15 05:00:00,2861.030485970564,0,0,0
2023-01-15 06:00:00,2190.2977154899995,0,0,0
2023-01-15 07:00:00,2649.2453705389994,0,0,0
2023-01-15 08:00:00,3193.861205315297,0,0,0
2023-01-15 09:00:00,2599.4947830483165,0,0,0
2023-01-15 10:00:00,3005.861118984437,0,0,0
2023-01-15 11:00:00,2708.8844596213726,0,0,0
2023-01-15 12:00:00,2827.384672540632,0,0,0
2023-01-15 13:00:00,2571.457645539298,0,0,0
2023-01-15 14:00:00,2965.4585543810376,0,0,0
2023-01-15 15:00:00,3030.281614589625,0,0,0
2023-01-15 16:00:00,3088.2943231540985,0,0,0
2023-01-15 17:00:00,2739.241463622186,0,0,0
2023-01-15 18:00:00,2875.1551705577644,0,0,0
2023-01-15 19:00:00,2311.435090290294,0,0,0
2023-01-15 20:00:00,2865.5055522966454,0,0,0
2023-01-15 21:00:00,2670.308526242317,0,0,0
2023-01-15 22:00:00,2828.2536480755057,0,0,0
2023-01-15 23:00:00,3073.235090244527,0,0,0
2023-01-16 00:00:00,3226.749346118016,0,1,0
2023-01-16 01:00:00,7768.20667396098,0,1,0
2023-01-16 02:00:00,8424.209925222302,0,1,0
2023-01-16 03:00:00,6210.492325295063,0,1,0
2023-01-16 04:00:00,5750.776109012008,0,1,0
2023-01-16 05:00:00,7828.361451280617,0,1,0
2023-01-16 06:00:00,7284.101705636673,0,1,0
2023-01-16 07:00:00,8045.027779210884,0,1,0
2023-01-16 08:00:00,9342.041654305865,0,1,0
2023-01-16 09:00:00,8447.148828482059,0,1,0
2023-01-16 10:00:00,9299.905062481299,0,1,0
2023-01-16 11:00:00,8394.984851238249,0,1,0
2023-01-16 12:00:00,9938.258607657182,0,1,0
2023-01-16 13:00:00,7630.334570182263,0,1,0
2023-01-16 14:00:00,6126.46348601726,0,1,0
2023-01-16 15:00:00,8753.348158947305,0,1,0
2023-01-16 16:00:00,7290.341025660583,0,1,0
2023-01-16 17:00:00,7949.682737480516,0,1,0
2023-01-16 18:00:00,8517.824827412911,0,1,0
2023-01-16 19:00:00,6655.290551240878,0,1,0
2023-01-16 20:00:00,6610.289954863798,0,1,0
2023-01-16 21:00:00,6729.232246360638,0,1,0
2023-01-16 22:00:00,7120.421773057949,0,1,0
2023-01-16 23:00:00,3541.3396227822113,0,1,0
2023-01-17 00:00:00,3077.3179791370876,0,1,0
2023-01-17 01:00:00,7587.11969457478,0,1,0
2023-01-17 02:00:00,6530.65551498232,0,1,0
2023-01-17 03:00:00,5700.927874703916,0,1,0
2023-01-17 04:00:00,7393.527105965251,0,1,0
2023-01-17 05:00:00,7230.148781444227,0,1,0
2023-01-17 06:00:00,7611.189502028793,0,1,0
2023-01-17 07:00:00,7715.002954624731,0,1,0
2023-01-17 08:00:00,7589.030977730537,0,1,0
2023-01-17 09:00:00,7484.201781507581,0,1,0
2023-01-17 10:00:00,6893.38113807737,0,1,0
2023-01-17 11:00:00,7794.812638277602,0,1,0
2023-01-17 12:00:00,6449.095896394428,0,1,0
2023-01-17 13:00:00,7751.313231220139,0,1,0
2023-01-17 14:00:00,7971.243039770492,0,1,0
2023-01-17 15:00:00,7044.873930285169,0,1,0
2023-01-17 16:00:00,6563.286887771861,0,1,0
2023-01-17 17:00:00,10508.723237216655,0,1,0
2023-01-17 18:00:00,7761.969951719532,0,1,0
2023-01-17 19:00:00,6179.04537764558,0,1,0
2023-01-17 20:00:00,7569.532936703278,0,1,0
2023-01-17 21:00:00,6249.161105777119,0,1,0
2023-01-17 22:00:00,6589.842800573637,0,1,0
2023-01-17 23:00:00,2801.7580336115184,0,1,0
2023-01-18 00:00:00,2736.9904854201422,0,1,0
2023-01-18 01:00:00,6873.093777850028,0,1,0
2023-01-18 02:00:00,7760.768679076059,0,1,0
2023-01-18 03:00:00,6866.345745764052,0,1,0
2023-01-18 04:00:00,7958.25797040149,0,1,0
2023-01-18 05:00:00,7260.156682857833,0,1,0
2023-01-18 06:00:00,8720.943445297096,0,1,0
2023-01-18 07:00:00,7164.167577389717,0,1,0
2023-01-18 08:00:00,8337.423007774116,0,1,0
2023-01-18 09:00:00,7554.767509204984,0,1,0
2023-01-18 10:00:00,6799.497548783677,0,1,0
2023-01-18 11:00:00,7433.772000217465,0,1,0
2023-01-18 12:00:00,6035.60013508255,0,1,0
2023-01-18 13:00:00,6380.7387752622635,0,1,0
2023-01-18 14:00:00,7459.422120688593,0,1,0
2023-01-18 15:00:00,8592.714029228167,0,1,0
2023-01-18 16:00:00,8829.182713341488,0,1,0
2023-01-18 17:00:00,6695.2113674927505,0,1,0
2023-01-18 18:00:00,8291.41210509544,0,1,0
2023-01-18 19:00:00,6912.586712049795,0,1,0
2023-01-18 20:00:00,7500.084528040366,0,1,0
2023-01-18 21:00:00,7835.07864376194,0,1,0
2023-01-18 22:00:00,6483.319712069667,0,1,0
2023-01-18 23:00:00,4007.1006870233578,0,1,0
2023-01-19 00:00:00,3254.5843537570545,0,0,0
2023-01-19 01:00:00,2828.895201310929,0,0,0
2023-01-19 02:00:00,3191.8950355218517,0,0,0
2023-01-19 03:00:00,3267.647824883967,0,0,0
2023-01-19 04:00:00,2832.1701632657573,0,0,0
2023-01-19 05:00:00,3448.2608265682857,0,0,0
2023-01-19 06:00:00,3372.039838978944,0,0,0
2023-01-19 07:00:00,3818.8574491310274,0,0,0
2023-01-19 08:00:00,4721.632263569461,0,0,0
2023-01-19 09:00:00,3451.189242747083,0,0,0
2023-01-19 10:00:00,3449.9191158832546,0,0,0
2023-01-19 11:00:00,4392.316754957009,0,0,0
2023-01-19 12:00:00,3314.4737763107387,0,0,0
2023-01-19 13:00:00,4175.546646623005,0,0,0
2023-01-19 14:00:00,3690.5505972034625,0,0,0
2023-01-19 15:00:00,3568.884702181721,0,0,0
2023-01-19 16:00:00,3111.587851141021,0,0,0
2023-01-19 17:00:00,4158.552160658725,0,0,0
2023-01-19 18:00:00,4309.272800184525,0,0,0
2023-01-19 19:00:00,3672.033210690581,0,0,0
2023-01-19 20:00:00,3320.3932905780084,0,0,0
2023-01-19 21:00:00,3593.8135009126604,0,0,0
2023-01-19 22:00:00,3368.965626931749,0,0,0
2023-01-19 23:00:00,3658.848142882483,0,0,0
2023-01-20 00:00:00,3424.256674991207,0,0,0
2023-01-20 01:00:00,3838.370873838602,0,0,0
2023-01-20 02:00:00,3266.713802372217,0,0,0
2023-01-20 03:00:00,2853.976518501819,0,0,0
2023-01-20 04:00:00,2805.4835281833443,0,0,0
2023-01-20 05:00:00,3339.3186851442483,0,0,0
2023-01-20 06:00:00,3493.8871559400263,0,0,0
2023-01-20 07:00:00,3637.9279004837877,0,0,0
2023-01-20 08:00:00,3928.0219462667797,0,0,0
2023-01-20 09:00:00,4094.894520758298,0,0,0
2023-01-20 10:00:00,3239.700918176574,0,0,0
2023-01-20 11:00:00,3444.659245651444,0,0,0
2023-01-20 12:00:00,3412.2433114514747,0,0,0
2023-01-20 13:00:00,3356.1050476702153,0,0,0
2023-01-20 14:00:00,3548.187915894797,0,0,0
2023-01-20 15:00:00,3260.6253310851494,0,0,0
2023-01-20 16:00:00,3124.7399988635834,0,0,0
2023-01-20 17:00:00,4074.5929790719297,0,0,0
2023-01-20 18:00:00,3616.657353006789,0,0,0
2023-01-20 19:00:00,3288.560846574888,0,0,0
2023-01-20 20:00:00,4473.692058104957,0,0,0
2023-01-20 21:00:00,3606.452493171315,0,0,0
2023-01-20 22:00:00,4472.862258516706,0,0,0
2023-01-20 23:00:00,4077.078726614348,0,0,0
2023-01-21 00:00:00,2791.0019041031514,0,0,0
2023-01-21 01:00:00,2505.203341133796,0,0,0
2023-01-21 02:00:00,2641.655309168874,0,0,0
2023-01-21 03:00:00,2356.925219636223,0,0,0
2023-01-21 04:00:00,2930.842668204018,0,0,0
2023-01-21 05:00:00,2234.0692847914606,0,0,0
2023-01-21 06:00:00,2948.4189364518224,0,0,0
2023-01-21 07:00:00,2919.0682958252405,0,0,0
2023-01-21 08:00:00,2895.5010489270526,0,0,0
2023-01-21 09:00:00,2294.047400224994,0,0,0
2023-01-21 10:00:00,2702.1576147515952,0,0,0
2023-01-21 11:00:00,2217.6884687303655,0,0,0
2023-01-21 12:00:00,2871.2609155090836,0,0,0
2023-01-21 13:00:00,1935.4958193960395,0,0,0
2023-01-21 14:00:00,2549.0946392451415,0,0,0
2023-01-21 15:00:00,2259.805344940964,0,0,0
2023-01-21 16:00:00,2455.0787248077377,0,0,0
2023-01-21 17:00:00,3309.207673994905,0,0,0
2023-01-21 18:00:00,3098.7679184901954,0,0,0
2023-01-21 19:00:00,2580.3674828708768,0,0,0
2023-01-21 20:00:00,2351.8927987874886,0,0,0
2023-01-21 21:00:00,1825.4645688266642,0,0,0
2023-01-21 22:00:00,2540.2871687729416,0,0,0
2023-01-21 23:00:00,3433.2034811164294,0,0,0
2023-01-22 00:00:00,2846.247344875518,0,0,0
2023-01-22 01:00:00,2557.153781896806,0,0,0
2023-01-22 02:00:00,2850.647891559697,0,0,0
2023-01-22 03:00:00,2231.189492972032,0,0,0
2023-01-22 04:00:00,2658.119139088897,0,0,0
2023-01-22 05:00:00,2873.963017556021,0,0,0
2023-01-22 06:00:00,5276.035658554252,0,0,0
