ds,rps,is_holiday,is_campaign,is_promo,is_weekend
2023-01-01 01:09:00,5150.729130014839,1,0,0,1
2023-01-01 01:10:00,4468.561422843303,1,0,0,1
2023-01-01 01:11:00,2855.741412113878,1,0,0,1
2023-01-01 01:12:00,3832.2575564257895,1,0,0,1
2023-01-01 01:13:00,4522.917263378698,1,0,0,1
2023-01-01 01:14:00,4647.642350645385,1,0,0,1
2023-01-01 01:15:00,4759.552443864111,1,0,0,1
2023-01-01 01:16:00,4257.837181270994,1,0,0,1
2023-01-01 01:17:00,4108.125635429395,1,0,0,1
2023-01-01 01:18:00,4073.535149429682,1,0,0,1
2023-01-01 01:19:00,4358.742737325196,1,0,0,1
2023-01-01 01:20:00,4384.4425457603365,1,0,0,1
2023-01-01 01:21:00,4269.360225713917,1,0,0,1
2023-01-01 01:22:00,5363.539414901427,1,0,0,1
2023-01-01 01:23:00,4885.005120725604,1,0,0,1
2023-01-01 01:24:00,4286.255536880604,1,0,0,1
2023-01-01 01:25:00,4652.494912006218,1,0,0,1
2023-01-01 01:26:00,4247.249838114872,1,0,0,1
2023-01-01 01:27:00,5064.136528901503,1,0,0,1
2023-01-01 01:28:00,3613.852960106492,1,0,0,1
2023-01-01 01:29:00,4135.145715687972,1,0,0,1
2023-01-01 01:30:00,5055.435127318382,1,0,0,1
2023-01-01 01:31:00,4409.531348633456,1,0,0,1
2023-01-01 01:32:00,5427.216215134946,1,0,0,1
2023-01-01 01:33:00,4442.399519804489,1,0,0,1
2023-01-01 01:34:00,4001.009440141857,1,0,0,1
2023-01-01 01:35:00,4590.788398492462,1,0,0,1
2023-01-01 01:36:00,3235.069524332979,1,0,0,1
2023-01-01 01:37:00,3544.028754962049,1,0,0,1
2023-01-01 01:38:00,4201.907880662577,1,0,0,1
2023-01-01 01:39:00,4687.028096276349,1,0,0,1
2023-01-01 01:40:00,4156.668791630656,1,0,0,1
2023-01-01 01:41:00,4165.555861606835,1,0,0,1
2023-01-01 01:42:00,3831.688437460073,1,0,0,1
2023-01-01 01:43:00,4111.042403260995,1,0,0,1
2023-01-01 01:44:00,4310.748386110505,1,0,0,1
2023-01-01 01:45:00,4765.577032004702,1,0,0,1
2023-01-01 01:46:00,4269.497218914754,1,0,0,1
2023-01-01 01:47:00,3075.954474050548,1,0,0,1
2023-01-01 01:48:00,3573.7451510433257,1,0,0,1
2023-01-01 01:49:00,4135.782161841114,1,0,0,1
2023-01-01 01:50:00,5065.376233428913,1,0,0,1
2023-01-01 01:51:00,4453.533092170368,1,0,0,1
2023-01-01 01:52:00,3946.7457656192623,1,0,0,1
2023-01-01 01:53:00,3709.737693756397,1,0,0,1
2023-01-01 01:54:00,4750.030602156476,1,0,0,1
2023-01-01 01:55:00,4614.643460059961,1,0,0,1
2023-01-01 01:56:00,4159.723670347287,1,0,0,1
2023-01-01 01:57:00,4073.878114034997,1,0,0,1
2023-01-01 01:58:00,4784.041327051948,1,0,0,1
2023-01-01 01:59:00,4564.607408957407,1,0,0,1
2023-01-01 02:00:00,5420.375955180581,1,0,0,1
2023-01-01 02:01:00,4468.345430066934,1,0,0,1
2023-01-01 02:02:00,4168.281207511951,1,0,0,1
2023-01-01 02:03:00,3783.1551817845534,1,0,0,1
2023-01-01 02:04:00,4866.948581395503,1,0,0,1
2023-01-01 02:05:00,4269.601333747391,1,0,0,1
2023-01-01 02:06:00,4720.569925790859,1,0,0,1
2023-01-01 02:07:00,4099.826803333122,1,0,0,1
2023-01-01 02:08:00,4561.648419932183,1,0,0,1
2023-01-01 02:09:00,4145.565316141514,1,0,0,1
2023-01-01 02:10:00,3771.0517273295454,1,0,0,1
2023-01-01 02:11:00,4783.131641745758,1,0,0,1
2023-01-01 02:12:00,3808.3801787255015,1,0,0,1
2023-01-01 02:13:00,4563.282955592701,1,0,0,1
2023-01-01 02:14:00,4590.231063927704,1,0,0,1
2023-01-01 02:15:00,4674.485037593271,1,0,0,1
2023-01-01 02:16:00,4643.8159948036255,1,0,0,1
2023-01-01 02:17:00,4269.667090483792,1,0,0,1
2023-01-01 02:18:00,4443.087566566806,1,0,0,1
2023-01-01 02:19:00,4039.687808715132,1,0,0,1
2023-01-01 02:20:00,4161.234647602192,1,0,0,1
2023-01-01 02:21:00,3952.7108446730144,1,0,0,1
2023-01-01 02:22:00,3722.401920881154,1,0,0,1
2023-01-01 02:23:00,3423.757655099764,1,0,0,1
2023-01-01 02:24:00,3980.650325976586,1,0,0,1
2023-01-01 02:25:00,3797.743641482178,1,0,0,1
2023-01-01 02:26:00,4092.2389208320274,1,0,0,1
2023-01-01 02:27:00,4032.680963295376,1,0,0,1
2023-01-01 02:28:00,3371.6780730622645,1,0,0,1
2023-01-01 02:29:00,3841.19989830202,1,0,0,1
2023-01-01 02:30:00,4410.546188949212,1,0,0,1
2023-01-01 02:31:00,4269.743806676261,1,0,0,1
2023-01-01 02:32:00,4702.959008381149,1,0,0,1
2023-01-01 02:33:00,4305.901930304779,1,0,0,1
2023-01-01 02:34:00,4316.3648974612,1,0,0,1
2023-01-01 02:35:00,4093.64194552416,1,0,0,1
2023-01-01 02:36:00,4714.30257896928,1,0,0,1
2023-01-01 02:37:00,4297.780035553886,1,0,0,1
2023-01-01 02:38:00,4661.376639978955,1,0,0,1
2023-01-01 02:39:00,4893.443746246059,1,0,0,1
2023-01-01 02:40:00,4165.239680210036,1,0,0,1
2023-01-01 02:41:00,3758.2152238644526,1,0,0,1
2023-01-01 02:42:00,4375.403345303751,1,0,0,1
2023-01-01 02:43:00,4285.99493673562,1,0,0,1
2023-01-01 02:44:00,3804.791157893391,1,0,0,1
2023-01-01 02:45:00,4178.617724096047,1,0,0,1
2023-01-01 02:46:00,4612.651044862516,1,0,0,1
2023-01-01 02:47:00,4207.489763627618,1,0,0,1
2023-01-01 02:48:00,4403.51448877352,1,0,0,1
2023-01-01 02:49:00,3363.3875549684026,1,0,0,1
2023-01-01 02:50:00,5333.846864045797,1,0,0,1
2023-01-01 02:51:00,4087.527893792776,1,0,0,1
2023-01-01 02:52:00,4975.776486214896,1,0,0,1
2023-01-01 02:53:00,4150.376489624082,1,0,0,1
2023-01-01 02:54:00,2582.6769168702094,1,0,0,1
2023-01-01 02:55:00,4768.508951009212,1,0,0,1
2023-01-01 02:56:00,2627.2082980780874,1,0,0,1
2023-01-01 02:57:00,4107.055465244005,1,0,0,1
2023-01-01 02:58:00,4237.735492824057,1,0,0,1
2023-01-01 02:59:00,4550.488406799368,1,0,0,1
2023-01-01 03:00:00,4633.171824494194,1,0,0,1
2023-01-01 03:01:00,3955.669677387182,1,0,0,1
2023-01-01 03:02:00,4057.6368432037057,1,0,0,1
2023-01-01 03:03:00,4269.919157973332,1,0,0,1
2023-01-01 03:04:00,3971.442621105506,1,0,0,1
2023-01-01 03:05:00,4370.080784554702,1,0,0,1
2023-01-01 03:06:00,4427.058199288633,1,0,0,1
2023-01-01 03:07:00,4184.780006980793,1,0,0,1
2023-01-01 03:08:00,5394.818083341242,1,0,0,1
2023-01-01 03:09:00,4799.041056442274,1,0,0,1
2023-01-01 03:10:00,3963.025208213335,1,0,0,1
2023-01-01 03:11:00,4110.057987109749,1,0,0,1
2023-01-01 03:12:00,3977.869374759419,1,0,0,1
2023-01-01 03:13:00,4168.001292632624,1,0,0,1
2023-01-01 03:14:00,3833.17129525206,1,0,0,1
2023-01-01 03:15:00,4081.884470388137,1,0,0,1
2023-01-01 03:16:00,4269.0373090232015,1,0,0,1
2023-01-01 03:17:00,5709.805147222099,1,0,0,1
2023-01-01 03:18:00,4908.675539122841,1,0,0,1
2023-01-01 03:19:00,3970.708034847125,1,0,0,1
2023-01-01 03:20:00,3681.9246491446497,1,0,0,1
2023-01-01 03:21:00,3854.801024224009,1,0,0,1
2023-01-01 03:22:00,4000.230439393464,1,0,0,1
2023-01-01 03:23:00,4270.028752534001,1,0,0,1
2023-01-01 03:24:00,4270.0342322620345,1,0,0,1
2023-01-01 03:25:00,4260.218703596918,1,0,0,1
2023-01-01 03:26:00,4422.548187455525,1,0,0,1
2023-01-01 03:27:00,4117.712643600747,1,0,0,1
2023-01-01 03:28:00,4270.056151174168,1,0,0,1
2023-01-01 03:29:00,4207.361584112923,1,0,0,1
2023-01-01 03:30:00,3716.362540286149,1,0,0,1
2023-01-01 03:31:00,4995.717027085183,1,0,0,1
2023-01-01 03:32:00,4398.551871418282,1,0,0,1
2023-01-01 03:33:00,4317.784224311754,1,0,0,1
2023-01-01 03:34:00,5660.614059943944,1,0,0,1
2023-01-01 03:35:00,4588.87040136458,1,0,0,1
2023-01-01 03:36:00,4275.557889645917,1,0,0,1
2023-01-01 03:37:00,3816.203797376914,1,0,0,1
2023-01-01 03:38:00,4731.568051739103,1,0,0,1
2023-01-01 03:39:00,4942.19415421926,1,0,0,1
2023-01-01 03:40:00,4580.796840315021,1,0,0,1
2023-01-01 03:41:00,4690.623668037625,1,0,0,1
2023-01-01 03:42:00,3827.178538220736,1,0,0,1
2023-01-01 03:43:00,3752.037092733861,1,0,0,1
2023-01-01 03:44:00,4393.295820223317,1,0,0,1
2023-01-01 03:45:00,3930.706719082807,1,0,0,1
2023-01-01 03:46:00,4101.6442767071685,1,0,0,1
2023-01-01 03:47:00,4710.733099377294,1,0,0,1
2023-01-01 03:48:00,3789.611370498877,1,0,0,1
2023-01-01 03:49:00,5171.286033777572,1,0,0,1
2023-01-01 03:50:00,4231.881947629759,1,0,0,1
2023-01-01 03:51:00,4997.025382866082,1,0,0,1
2023-01-01 03:52:00,4050.584649877472,1,0,0,1
2023-01-01 03:53:00,3905.799734571744,1,0,0,1
2023-01-01 03:54:00,4034.447401657408,1,0,0,1
2023-01-01 03:55:00,4855.81649422661,1,0,0,1
2023-01-01 03:56:00,4369.084551306179,1,0,0,1
2023-01-01 03:57:00,3210.634853217767,1,0,0,1
2023-01-01 03:58:00,4476.836424013641,1,0,0,1
2023-01-01 03:59:00,3796.139639705484,1,0,0,1
2023-01-01 04:00:00,4270.23150247124,1,0,0,1
2023-01-01 04:01:00,3805.166541126361,1,0,0,1
2023-01-01 04:02:00,3513.309834983864,1,0,0,1
2023-01-01 04:03:00,4109.916036979082,1,0,0,1
2023-01-01 04:04:00,4297.381083911414,1,0,0,1
2023-01-01 04:05:00,4297.975540963383,1,0,0,1
2023-01-01 04:06:00,3596.5691027827584,1,0,0,1
2023-01-01 04:07:00,4456.860194795186,1,0,0,1
2023-01-01 04:08:00,4403.079639260068,1,0,0,1
2023-01-01 04:09:00,4528.05298448754,1,0,0,1
2023-01-01 04:10:00,3219.7731015263485,1,0,0,1
2023-01-01 04:11:00,4270.2917794796085,1,0,0,1
2023-01-01 04:12:00,4212.036310241767,1,0,0,1
2023-01-01 04:13:00,4768.009899990941,1,0,0,1
2023-01-01 04:14:00,4197.881558235289,1,0,0,1
2023-01-01 04:15:00,3730.292028797854,1,0,0,1
2023-01-01 04:16:00,5066.676775066102,1,0,0,1
2023-01-01 04:17:00,3851.6683487764703,1,0,0,1
2023-01-01 04:18:00,4270.330137575842,1,0,0,1
2023-01-01 04:19:00,5681.862711239008,1,0,0,1
2023-01-01 04:20:00,3875.638782684349,1,0,0,1
2023-01-01 04:21:00,4745.402716865528,1,0,0,1
2023-01-01 04:22:00,4834.134043452914,1,0,0,1
2023-01-01 04:23:00,4270.35753621601,1,0,0,1
2023-01-01 04:24:00,4580.759459441333,1,0,0,1
2023-01-01 04:25:00,3316.107106923388,1,0,0,1
2023-01-01 04:26:00,4921.581143063828,1,0,0,1
2023-01-01 04:27:00,4777.337220228994,1,0,0,1
2023-01-01 04:28:00,4278.970827459006,1,0,0,1
2023-01-01 04:29:00,4381.039328631556,1,0,0,1
2023-01-01 04:30:00,4663.145335619426,1,0,0,1
2023-01-01 04:31:00,4515.640192775136,1,0,0,1
2023-01-01 04:32:00,5451.804325626516,1,0,0,1
2023-01-01 04:33:00,5173.818775143006,1,0,0,1
2023-01-01 04:34:00,4346.399487285383,1,0,0,1
2023-01-01 04:35:00,5043.752989403289,1,0,0,1
2023-01-01 04:36:00,4270.428772680445,1,0,0,1
2023-01-01 04:37:00,3829.37876919622,1,0,0,1
2023-01-01 04:38:00,4520.379738346559,1,0,0,1
2023-01-01 04:39:00,4925.46717205597,1,0,0,1
2023-01-01 04:40:00,4194.035855030058,1,0,0,1
2023-01-01 04:41:00,4359.03598208452,1,0,0,1
2023-01-01 04:42:00,3568.411645188486,1,0,0,1
2023-01-01 04:43:00,4415.790438139584,1,0,0,1
2023-01-01 04:44:00,4270.472610504712,1,0,0,1
2023-01-01 04:45:00,3105.8519487633657,1,0,0,1
2023-01-01 04:46:00,4717.82287764067,1,0,0,1
2023-01-01 04:47:00,5306.515849567493,1,0,0,1
2023-01-01 04:48:00,4449.691533264957,1,0,0,1
2023-01-01 04:49:00,4836.312201790941,1,0,0,1
2023-01-01 04:50:00,4376.903389861532,1,0,0,1
2023-01-01 04:51:00,4655.188427147368,1,0,0,1
2023-01-01 04:52:00,4270.51644832898,1,0,0,1
2023-01-01 04:53:00,5039.55689155495,1,0,0,1
2023-01-01 04:54:00,3395.391802211577,1,0,0,1
2023-01-01 04:55:00,4746.602985322338,1,0,0,1
2023-01-01 04:56:00,3611.524481421239,1,0,0,1
2023-01-01 04:57:00,3992.422475509948,1,0,0,1
2023-01-01 04:58:00,3553.6255011008234,1,0,0,1
2023-01-01 04:59:00,4141.038235848581,1,0,0,1
2023-01-01 05:00:00,4668.987633296484,1,0,0,1
2023-01-01 05:01:00,4135.743603274176,1,0,0,1
2023-01-01 05:02:00,4229.366423389881,1,0,0,1
2023-01-01 05:03:00,3871.2111734536406,1,0,0,1
2023-01-01 05:04:00,4537.560761522662,1,0,0,1
2023-01-01 05:05:00,5685.286513514942,1,0,0,1
2023-01-01 05:06:00,4482.610034698868,1,0,0,1
2023-01-01 05:07:00,3863.866866482944,1,0,0,1
2023-01-01 05:08:00,4212.210455523749,1,0,0,1
2023-01-01 05:09:00,3959.334839083855,1,0,0,1
2023-01-01 05:10:00,5148.583951265862,1,0,0,1
2023-01-01 05:11:00,3732.386674870285,1,0,0,1
2023-01-01 05:12:00,4112.752401342289,1,0,0,1
2023-01-01 05:13:00,5087.234200594461,1,0,0,1
2023-01-01 05:14:00,4388.8395379749245,1,0,0,1
2023-01-01 05:15:00,4499.36831922951,1,0,0,1
2023-01-01 05:16:00,3955.962262826129,1,0,0,1
2023-01-01 05:17:00,3946.48023929004,1,0,0,1
2023-01-01 05:18:00,4451.753568892576,1,0,0,1
2023-01-01 05:19:00,4963.213997785297,1,0,0,1
2023-01-01 05:20:00,4991.053517040785,1,0,0,1
2023-01-01 05:21:00,4323.250082633543,1,0,0,1
2023-01-01 05:22:00,5185.191356791155,1,0,0,1
2023-01-01 05:23:00,4023.191003627539,1,0,0,1
2023-01-01 05:24:00,3544.397239318292,1,0,0,1
2023-01-01 05:25:00,4201.734194709567,1,0,0,1
2023-01-01 05:26:00,4270.702759082119,1,0,0,1
2023-01-01 05:27:00,3937.356366867174,1,0,0,1
2023-01-01 05:28:00,4270.713718538186,1,0,0,1
2023-01-01 05:29:00,5021.907749227296,1,0,0,1
2023-01-01 05:30:00,4180.161001534292,1,0,0,1
2023-01-01 05:31:00,3761.832570178084,1,0,0,1
2023-01-01 05:32:00,4454.792246111326,1,0,0,1
2023-01-01 05:33:00,5830.8192314002345,1,0,0,1
2023-01-01 05:34:00,3951.462777369693,1,0,0,1
2023-01-01 05:35:00,4276.840853558153,1,0,0,1
2023-01-01 05:36:00,4601.487803181324,1,0,0,1
2023-01-01 05:37:00,3946.913736850968,1,0,0,1
2023-01-01 05:38:00,3894.392592742864,1,0,0,1
2023-01-01 05:39:00,3649.183445050114,1,0,0,1
2023-01-01 05:40:00,5422.395599475972,1,0,0,1
2023-01-01 05:41:00,4270.784955002621,1,0,0,1
2023-01-01 05:42:00,4654.920679899791,1,0,0,1
2023-01-01 05:43:00,4758.3530428485765,1,0,0,1
2023-01-01 05:44:00,4299.710675142646,1,0,0,1
2023-01-01 05:45:00,4772.931966649963,1,0,0,1
2023-01-01 05:46:00,5437.028400644223,1,0,0,1
2023-01-01 05:47:00,4270.817833370822,1,0,0,1
2023-01-01 05:48:00,4517.635845295474,1,0,0,1
2023-01-01 05:49:00,4146.169145217937,1,0,0,1
2023-01-01 05:50:00,4728.278359468581,1,0,0,1
2023-01-01 05:51:00,3934.334803207732,1,0,0,1
2023-01-01 05:52:00,4132.961902828499,1,0,0,1
2023-01-01 05:53:00,4577.6565972247,1,0,0,1
2023-01-01 05:54:00,4741.394301084997,1,0,0,1
2023-01-01 05:55:00,3563.920346083444,1,0,0,1
2023-01-01 05:56:00,4359.429317224125,1,0,0,1
2023-01-01 05:57:00,3583.3357523755835,1,0,0,1
2023-01-01 05:58:00,4247.031167805583,1,0,0,1
2023-01-01 05:59:00,4543.426047790343,1,0,0,1
2023-01-01 06:00:00,5038.112297673993,1,0,0,1
2023-01-01 06:01:00,3431.415167637277,1,0,0,1
2023-01-01 06:02:00,4431.192179220794,1,0,0,1
2023-01-01 06:03:00,4808.30944014305,1,0,0,1
2023-01-01 06:04:00,3847.509788842116,1,0,0,1
2023-01-01 06:05:00,4225.349504623368,1,0,0,1
2023-01-01 06:06:00,3724.9342307963375,1,0,0,1
2023-01-01 06:07:00,4336.727501855633,1,0,0,1
2023-01-01 06:08:00,5140.254889252868,1,0,0,1
2023-01-01 06:09:00,3920.526191021,1,0,0,1
2023-01-01 06:10:00,4376.282990505863,1,0,0,1
2023-01-01 06:11:00,5054.03749312706,1,0,0,1
2023-01-01 06:12:00,4318.44189000611,1,0,0,1
2023-01-01 06:13:00,4709.453077302091,1,0,0,1
2023-01-01 06:14:00,3011.6576349998795,1,0,0,1
2023-01-01 06:15:00,4148.297139654234,1,0,0,1
2023-01-01 06:16:00,4140.154931727837,1,0,0,1
2023-01-01 06:17:00,4535.504328864776,1,0,0,1
2023-01-01 06:18:00,4572.805080248583,1,0,0,1
2023-01-01 06:19:00,5119.78027258747,1,0,0,1
2023-01-01 06:20:00,4362.002184104746,1,0,0,1
2023-01-01 06:21:00,4271.004144123959,1,0,0,1
2023-01-01 06:22:00,4197.829449139448,1,0,0,1
2023-01-01 06:23:00,3666.1223385928383,1,0,0,1
2023-01-01 06:24:00,3640.4850424216,1,0,0,1
2023-01-01 06:25:00,3815.193437232459,1,0,0,1
2023-01-01 06:26:00,4460.276269007114,1,0,0,1
2023-01-01 06:27:00,4068.782173909501,1,0,0,1
2023-01-01 06:28:00,4280.629582784392,1,0,0,1
2023-01-01 06:29:00,4662.434295921856,1,0,0,1
2023-01-01 06:30:00,4534.27562798998,1,0,0,1
2023-01-01 06:31:00,4467.459756990696,1,0,0,1
2023-01-01 06:32:00,4721.538640119043,1,0,0,1
2023-01-01 06:33:00,4464.463205940175,1,0,0,1
2023-01-01 06:34:00,4125.822700165082,1,0,0,1
2023-01-01 06:35:00,3782.444326990401,1,0,0,1
2023-01-01 06:36:00,4216.443266981423,1,0,0,1
2023-01-01 06:37:00,4271.091819772495,1,0,0,1
2023-01-01 06:38:00,4243.4229063805615,1,0,0,1
2023-01-01 06:39:00,3862.803010175648,1,0,0,1
2023-01-01 06:40:00,4271.108258956596,1,0,0,1
2023-01-01 06:41:00,4292.417689901319,1,0,0,1
2023-01-01 06:42:00,2830.667822742256,1,0,0,1
2023-01-01 06:43:00,4705.95635527988,1,0,0,1
2023-01-01 06:44:00,4290.0929704617865,1,0,0,1
2023-01-01 06:45:00,3929.3587520468654,1,0,0,1
2023-01-01 06:46:00,5316.697087613154,1,0,0,1
2023-01-01 06:47:00,5263.252047232752,1,0,0,1
2023-01-01 06:48:00,4452.203175964532,1,0,0,1
2023-01-01 06:49:00,5043.436019220571,1,0,0,1
2023-01-01 06:50:00,4913.253905794923,1,0,0,1
2023-01-01 06:51:00,4271.168535964965,1,0,0,1
2023-01-01 06:52:00,4128.913506737498,1,0,0,1
2023-01-01 06:53:00,3672.764690333542,1,0,0,1
2023-01-01 06:54:00,4427.612777471288,1,0,0,1
2023-01-01 06:55:00,4169.643939164631,1,0,0,1
2023-01-01 06:56:00,4474.141184107505,1,0,0,1
2023-01-01 06:57:00,4148.717056873593,1,0,0,1
2023-01-01 06:58:00,4387.95851185057,1,0,0,1
2023-01-01 06:59:00,4349.171615163129,1,0,0,1
2023-01-01 07:00:00,3978.028891497388,1,0,0,1
2023-01-01 07:01:00,3783.7918858639127,1,0,0,1
2023-01-01 07:02:00,4445.430222191482,1,0,0,1
2023-01-01 07:03:00,3609.0063100137113,1,0,0,1
2023-01-01 07:04:00,4055.614061995781,1,0,0,1
2023-01-01 07:05:00,4539.818554192795,1,0,0,1
2023-01-01 07:06:00,4081.66075866446,1,0,0,1
2023-01-01 07:07:00,3669.272176737484,1,0,0,1
2023-01-01 07:08:00,4791.834243738669,1,0,0,1
2023-01-01 07:09:00,4271.267171069567,1,0,0,1
2023-01-01 07:10:00,4409.062983369547,1,0,0,1
2023-01-01 07:11:00,4919.980035329438,1,0,0,1
2023-01-01 07:12:00,3406.2899316177736,1,0,0,1
2023-01-01 07:13:00,4049.472949008368,1,0,0,1
2023-01-01 07:14:00,4952.628701756517,1,0,0,1
2023-01-01 07:15:00,4689.689494085375,1,0,0,1
2023-01-01 07:16:00,3811.208728024922,1,0,0,1
2023-01-01 07:17:00,5016.059903616213,1,0,0,1
2023-01-01 07:18:00,4393.86574036213,1,0,0,1
2023-01-01 07:19:00,4817.740060634195,1,0,0,1
2023-01-01 07:20:00,3338.6562997465235,1,0,0,1
2023-01-01 07:21:00,5495.662214466057,1,0,0,1
2023-01-01 07:22:00,3776.4528945347793,1,0,0,1
2023-01-01 07:23:00,4114.325737612676,1,0,0,1
2023-01-01 07:24:00,4271.349366990069,1,0,0,1
2023-01-01 07:25:00,3912.763934595272,1,0,0,1
2023-01-01 07:26:00,4940.526018763995,1,0,0,1
2023-01-01 07:27:00,5218.623051871576,1,0,0,1
2023-01-01 07:28:00,4429.8265231527785,1,0,0,1
2023-01-01 07:29:00,4571.546458710425,1,0,0,1
2023-01-01 07:30:00,3846.007750334853,1,0,0,1
2023-01-01 07:31:00,4381.625349450856,1,0,0,1
2023-01-01 07:32:00,3793.472148820221,1,0,0,1
2023-01-01 07:33:00,4271.398684542371,1,0,0,1
2023-01-01 07:34:00,4271.404164270404,1,0,0,1
2023-01-01 07:35:00,4384.089850239812,1,0,0,1
2023-01-01 07:36:00,4136.944723513596,1,0,0,1
2023-01-01 07:37:00,3826.638436649093,1,0,0,1
2023-01-01 07:38:00,3264.8362930029266,1,0,0,1
2023-01-01 07:39:00,5386.566170869111,1,0,0,1
2023-01-01 07:40:00,5561.545134646693,1,0,0,1
2023-01-01 07:41:00,3727.257059212689,1,0,0,1
2023-01-01 07:42:00,3608.9886885955175,1,0,0,1
2023-01-01 07:43:00,3382.2866354841617,1,0,0,1
2023-01-01 07:44:00,5072.781513558759,1,0,0,1
2023-01-01 07:45:00,4250.570571829849,1,0,0,1
2023-01-01 07:46:00,4376.951651622262,1,0,0,1
2023-01-01 07:47:00,4020.677562998236,1,0,0,1
2023-01-01 07:48:00,4748.528385658239,1,0,0,1
2023-01-01 07:49:00,4607.962086179639,1,0,0,1
2023-01-01 07:50:00,4392.336071552247,1,0,0,1
2023-01-01 07:51:00,4213.78698554249,1,0,0,1
2023-01-01 07:52:00,4051.320390929912,1,0,0,1
2023-01-01 07:53:00,3995.6601967947954,1,0,0,1
2023-01-01 07:54:00,4069.589064388249,1,0,0,1
2023-01-01 07:55:00,4026.5474950664193,1,0,0,1
2023-01-01 07:56:00,4583.068165645543,1,0,0,1
2023-01-01 07:57:00,4409.28412928387,1,0,0,1
